7.646078519,4.883150697,1.315409081,1.020104861,1
5.600235813,1.652240939,1.380310411,3.24359801,0
6.468106976,1.729515002,2.049829798,1.911376966,1
8.361339799,3.969396708,1.827631865,1.489866347,0
7.801336985,1.826876595,1.820065763,2.499787312,1
3.53408318,4.943621186,0.691521978,1.654460159,1
6.425132626,2.586381019,1.487836938,0.999306146,0
4.772964188,2.252545189,1.130984545,0.989961871,1
4.845171722,4.922942026,1.6399623,2.520329865,0
5.615897753,4.480514791,1.450924805,1.880319921,1
5.216065357,4.86755896,1.955089454,1.89972383,0
7.18141026,3.906044658,1.658609108,2.808307854,0
6.141556588,2.138774315,1.893163981,1.154880643,1
5.182512525,4.910064953,1.266790452,1.451991685,0
5.665794849,2.731996629,1.027776872,1.711340143,0
5.500511491,3.802456396,1.294975153,2.070763692,0
7.24111861,3.947251968,1.491489793,1.968371412,1
4.692262604,2.844989907,1.689575868,1.784834606,0
5.469601552,3.61407937,2.629654475,1.953780198,1
3.718856391,3.922206672,1.478871424,1.919521043,0
1.170515276,3.376425531,1.0220275,1.460296709,0
5.980427893,1.900599209,1.327009112,1.390255259,0
6.296654298,3.298238174,1.268202013,2.205887268,1
3.886752469,4.326385897,1.740740737,1.331813688,0
8.404631936,2.30543214,0.729601493,1.131983556,0
2.818451488,2.85036546,1.531630997,1.765780812,1
5.068637776,2.564846448,1.578253269,1.881749738,1
4.719224225,4.849263728,1.616090518,3.692542623,1
7.299168822,3.672294757,1.201341966,1.471474793,0
7.204038155,3.407461836,1.381039135,2.707445544,1
5.232421139,2.230083926,0.787969546,2.560391251,0
5.567243779,3.539249191,1.253340058,1.108291284,1
3.668321379,2.325667339,1.228569262,2.579939733,1
2.028805298,3.031830558,1.708025023,1.11208952,1
4.478131776,2.364153922,0.921908784,0.005620822,1
5.234523454,3.676433295,1.890599051,2.454739643,1
6.845436021,3.576590817,2.247242272,0.683082062,0
6.803569773,2.791701244,0.465007487,2.338200846,0
4.419009774,3.396006713,1.713129365,1.486991827,1
4.546545874,1.906938491,1.838454018,3.244663097,0
3.427170552,1.508742407,1.181281487,2.801382049,1
2.869973094,3.439391701,1.301364093,1.659960647,0
2.440594714,3.166673495,1.433559711,1.484121792,0
7.926163093,3.635031437,1.35110456,1.089441948,1
4.235521727,5.383144775,1.345493515,1.669308026,1
4.342888548,3.944479487,0.661998097,1.789733379,0
3.12080696,2.087177775,2.076165782,1.726479842,0
6.166235534,4.117016288,2.039809296,2.117527891,0
2.579153229,1.684092589,1.09331787,2.433891123,1
4.68088958,2.538415395,0.766787836,2.262240843,1
3.656800158,2.931758395,1.760532438,1.426892057,0
5.580353747,4.713342722,1.212106015,0.921656395,0
4.233792294,2.255245178,1.570976582,3.023398886,0
3.229051724,2.173561461,1.340335791,1.482913112,0
4.957726657,2.901547476,1.845769376,1.5107798,0
5.642497806,2.336521714,1.847374572,1.609108016,0
5.099775834,4.126635922,1.137201311,0.617697837,1
5.453707847,1.920068492,0.808318022,1.641519497,1
4.048516859,1.852531348,0.708530801,1.640258139,1
4.455888251,2.562179955,1.80518969,2.465268724,1
3.991309328,2.501967549,0.905570371,2.523842862,1
4.460670258,4.929532054,1.246591823,2.002828167,1
3.780280577,3.949420807,1.201842981,2.698886281,1
2.410576097,3.087551241,1.473716352,2.254973738,1
5.266139213,1.774564481,0.531860097,1.988238416,0
4.397328596,3.844362976,1.594389298,2.120696126,0
2.55470248,1.999784653,1.761945512,1.85700988,0
5.694173383,1.455228903,1.544211044,1.703862864,0
3.639052453,4.188029792,1.344556914,1.799199847,0
5.077918094,3.316942612,1.548700083,1.153991501,0
6.093635843,3.920858824,1.699523173,2.210331279,0
5.193474366,3.318727653,0.113703622,1.255157292,1
6.709101027,3.856830612,2.477956154,2.631223448,0
3.147761269,2.348974407,1.695046661,1.812906065,1
5.603512462,1.965757158,1.173795709,2.037121236,0
3.972784864,3.681594518,1.304523312,2.370377582,1
3.693804276,2.196590336,1.746870889,2.482485849,0
4.131725503,2.310450222,1.44194803,0.822032444,1
4.532671202,2.544467496,0.484657766,1.844822243,1
5.084248013,3.017479159,2.532246431,2.660134184,0
3.252275239,2.646006089,1.444729671,0.726420635,1
6.35123973,1.625048707,2.010086356,2.290460357,1
5.69849366,2.356381597,1.153975076,0.308326828,0
2.695634471,0.776596848,2.268188527,1.233119867,1
7.232378291,3.625231451,1.643171844,2.028972914,0
7.843833764,1.397942344,1.804421917,0.757463673,0
6.768169357,1.895616661,0.977373317,1.260866947,0
4.730112746,3.052165079,2.105572645,0.896123744,1
3.393871068,2.260437004,1.844909082,3.236101199,1
6.58167759,4.543014595,2.150923115,2.123170817,0
4.39523458,1.70714309,1.18595622,2.425467708,0
6.833667606,3.267050869,1.259486441,1.832993675,1
5.312412467,2.960717182,2.651958349,1.734926188,0
6.464958555,1.831906502,0.969992089,0.787644359,0
5.534549596,3.523276661,1.43202515,1.781121978,1
6.059859752,2.828453669,2.068445681,1.428880841,0
5.015750031,3.771790551,1.548862484,2.643442943,1
7.678805741,3.823504154,1.79147684,2.8558264,1
5.190368139,5.163235949,1.300275485,3.099934037,0
5.602984045,4.336527949,1.685027944,2.639413955,0
